name,gender
Alain Chabat,m
Jane Rosenthal,f
Guy East,m
Jenno Topping,f
Roland Gallois,m
Henry Joost,m
Jerry Tokofsky,m
Yorgos Lanthimos,m
Scott Kosar,m
John Cameron,m
Steven Spielberg,m
Sean Bobbitt,m
Paul Greengrass,m
Roman Polanski,m
Craig Hosking,m
Martin Scorsese,m
John Williams,m
Lee Tamahori,m
Christopher Smith,m
Bradley Cooper,m
Renee Bodner,f
Bill Richmond,m
Frank Gross,m
Jina Jay,f
Joe Lynch,m
Scott Rudin,m
Robert Swink,m
Eric Red,m
Tom Jacobson,m
Andrew Max Cahn,m
Michael Radford,m
George Tomasini,m
Robert Benton,m
Jon Hutman,m
Luke Doolan,m
Françoise Bonnot,f
Margie Stone McShirley,f
Finola Dwyer,f
Alexander Payne,m
Sam Mendes,m
Sophie Barthes,f
Anna Hamilton Phelan,f
Fausto Brizzi,m
Vernon L. Walker,m
Dan Gilroy,m
Richard Greatrex,m
Stephen Davis,m
Oliver Wallace,m
Kenji Mizoguchi,m
Rogier Stoffers,m
Bradley Jenkel,m
April Ferry,f
Jina Jay,f
Diana Cilliers,f
Patrick Blossier,m
Tom Lazarus,m
Nicole Kassell,f
Stephen Hendrickson,m
Shawn Wayans,m
Andrey Zvyagintsev,m
Denis Villeneuve,m
Philip Rosenberg,m
Florian Ballhaus,m
Ruby R. Levitt,f
John Leguizamo,m
David Rawlins,m
Kent Beyda,m
Adam Sandler,m
Asghar Farhadi,m
Carter Burwell,m
Terilyn A. Shropshire,f
Don Rhymer,m
Sally Benson,f
Adam Shankman,m
Mark Johnson,m
Don Phillips,m
John August,m
Ron Howard,m
John Frankenheimer,m
Robin Schiff,f
John A. Russo,m
Ha Nguyen,f
Hideo Yamamoto,m
David Bretherton,m
John Rice,m
Bruce Robert Hill,m
Amy Westcott,f
Laurie MacDonald,f
Joe Medjuck,m
Dominika Posserén,f
Terry Jones,m
Steven Rosenblum,m
Anne McCarthy,f
David Arnold,m
Tristram Shapeero,m
Cheryl Carasik,f
James D. Brubaker,m
Roger Donaldson,m
James Laxton,m
Sandra Adair,f
Kevin Hood,m
Bill Pankow,m
Joe Dante,m
Ben Cosgrove,m
Graeme Revell,m
Van Nest Polglase,m
J.R.R. Tolkien,m
John Thompson,m
Joel Silver,m
Albert Hughes,m
Helen Robin,f
Barbara Fiorentino,f
Jim Uhls,m
Caleb Deschanel,m
Shane Hurlbut,m
Herb Gains,m
Anders Thomas Jensen,m
Ele Bardha,m
John Lounsbery,m
Joe Johnston,m
John Schneider,m
David Wallace Allen,m
Lana Wachowski,f
Fabrizio Lucci,m
Ron Berkeley,m
Jason Kabolati,m
Dennis Iliadis,m
Nancy Nye,f
Stuart Aikins,m
Pam Dixon,f
Michael Shamberg,m
James Acheson,m
Adam Rifkin,m
Stefan Arndt,m
Sue Chan,f
Garth Jennings,m
Paul Weitz,m
Eileen Dennehy,f
Mary Hidalgo,f
Wes Craven,m
John Patrick Shanley,m
Mary Zophres,f
Andrew Ackland-Snow,m
Brian Berdan,m
Steven Brill,m
Henry Bumstead,m
Denise Chamian,f
Rod Lurie,m
Robert Bernacchi,m
Ira Deutchman,m
Stuart A. Reiss,m
Jeanne Rosenberg,f
Carlos Barbosa,m
Freddie Francis,m
Walter Mirisch,m
Bob Weinstein,m
George Gallo,m
Vilmos Zsigmond,m
Jacqueline Durran,f
Lora Kennedy,f
John Powell,m
Alice Vial,f
David Rubin,m
Garrison Keillor,m
Penny Perry,f
Breck Eisner,m
John Davis,m
Wally Pfister,m
Randi Hiller,f
Julian Clarke,m
Clark Hunter,m
Van Robichaux,m
John Norris,m
Joel Cohen,m
Beth Kushnick,f
Gail Katz,f
Joe Colwell,m
Nancy Nayor,f
Chuck Russell,m
Gail Parent,f
Bonnie Timmermann,f
Ben Stassen,m
Mike Marvin,m
Jay Hart,m
Irving Azoff,m
Paul Newman,m
George Lucas,m
Jacqueline G. Arthur,f
Eugène Lourié,m
Philip Kaufman,m
Bernd Eichinger,m
Stephen Mazur,m
William S. Beasley,m
Jack Rollins,m
Nancy Richardson,f
Peter C. Clarke,m
John J. Lloyd,m
Ray Moyer,m
Michael Frost Beckner,m
Francesca Silvestri,f
David Valdes,m
Lauren Lloyd,f
Ted Glass,m
Arthur Freed,m
Leonard Goldberg,m
Frank Marshall,m
Lars Ulrich,m
Pat Proft,m
Charles Gordon,m
David Goodis,m
Marc Abraham,m
Marlon Wayans,m
Ernest Laszlo,m
Dan Bush,m
Jennifer Lee,f
Tina Hirsch,f
Brent Maddock,m
Bob Weinstein,m
Joe Hisaishi,m
Lauren Bass,f
Mario Iscovich,m
Scott Sanders,m
Markus Barmettler,m
William Wheeler,m
Mark Steven Johnson,m
Wes Anderson,m
Sara Parks,f
John S. Lyons,m
Trevor Engelson,m
Robert Leighton,m
Brian Manis,m
Darren Lynn Bousman,m
Junie Lowry-Johnson,f
John Gilbert,m
Michel Colombier,m
Joe Wizan,m
Jon Favreau,m
Adam McKay,m
Zach Helm,m
George Milo,m
Guy East,m
Paul Eads,m
Mark Eaton,m
François Ozon,m
Miklós Rózsa,m
Sam Hamm,m
Gilles Sacuto,m
Wolfgang Reitherman,m
Pierre-François Martin-Laval,m
Susan E. Morse,f
Julio Macat,m
Ilene Starger,f
Frank Oz,m
Jeffrey Lurie,m
Howard Shore,m
Paolo Genovese,m
Laurence Malkin,m
Stéphane Foenkinos,m
Peter S. Seaman,m
Gilles Paquet-Brenner,m
Howard Gertler,m
Patrick McCormick,m
Devin Maurer,m
Robert Zemeckis,m
Arnon Milchan,m
Len Amato,m
J. Michael Riva,m
Les Weldon,m
Fern Champion,f
Christopher Young,m
Samuel Hadida,m
Denise Cronenberg,f
John Bailey,m
Victoria Vaughn,f
Pedro Almodóvar,m
Ken Kesey,m
James Gartner,m
Elana Lesser,f
Elizabeth McBride,f
Bonnie Stauch,f
Sidney Kimmel,m
Seiji Okuda,m
Larry Karaszewski,m
Alison Owen,f
Norman Garwood,m
Richard D. Zanuck,m
Melissa M. Levander,f
Joel Silver,m
Jeff Klein,m
Vance Gerry,m
Mary Vernieu,f
Ted Sarandos,m
Alan Marshall,m
Danny Elfman,m
Matthew Gross,m
Michael Jablow,m
Leslie Belzberg,f
Roger Barton,m
Armando Gutiérrez,m
Jeffrey Chernov,m
Evan Goldberg,m
Jon Povill,m
Catherine Corsini,f
Robert Richardson,m
Bradley Fuller,m
George R. Nelson,m
Lee R. Mayes,m
Hal Pereira,m
Walter Hill,m
Michael Doneger,m
Christina Smith,f
Russell A. Gausman,m
Vicky Herman,f
Stephen Abrums,m
Lee Toland Krieger,m
Holly Goldberg Sloan,f
Basil Poledouris,m
Wayne Kramer,m
Paul Brooks,m
Emeric Pressburger,m
Guillaume Schiffman,m
Santiago Segura,m
Eve Stewart,f
Darren Aronofsky,m
Simon Whiteley,m
Richard Berger,m
Françoise Bonnot,f
Liliana Cavani,f
Ian Bailie,m
David Barron,m
Brian Grazer,m
Rodrigo Prieto,m
Jack Arnold,m
Anthony B. Richmond,m
Herbert Coleman,m
Steven Spielberg,m
Laura Esquivel,f
John Warnke,m
Rick Bieber,m
Waddy Wachtel,m
Steve Perry,m
A. A. Milne,m
Larry Ferguson,m
Cassian Elwes,m
Bennett Yellin,m
Joe Wright,m
Jim Sheridan,m
Randy Kornfield,m
Rita M. Fink,f
Nina Gold,f
Dante Ferretti,m
Blake Edwards,m
Steve Shewchuk,m
Steven P. Wegner,m
T.K. Kirkpatrick,m
Oliver Stapleton,m
Eric Viellerobe,m
Cedric Gibbons,m
Aaron Stell,m
Gretchen Rau,f
John Mathieson,m
Jaro Dick,m
Mark Ordesky,m
James Acheson,m
Olivier Bériot,m
Geoff Zanelli,m
Carlo Di Palma,m
Tish Monaghan,f
Elaine Grainger,f
Shane Carruth,m
Steven Reuther,m
Perc Westmore,m
Donald Graham Burt,m
Wolfgang Reitherman,m
John Hamburg,m
Dany Boon,m
Peter Kosminsky,m
Kim Henkel,m
Deepak Nayar,m
Nancy Dowd,f
Marcus Viscidi,m
Brad Pitt,m
Jonathan Demme,m
Erica Huggins,f
Atom Egoyan,m
Takeshi Kitano,m
Francine Maisler,f
Adam Bohling,m
Melinda Sue Gordon,f
Jorma Taccone,m
Douglas Trumbull,m
Casey Affleck,m
Emanuel Michael,m
Dawn Soler,f
Boaz Yakin,m
Tim Murrell,m
Robert Sterne,m
David Wasco,m
David Rose,m
Kyle Killen,m
Dianne Crittenden,f
Ralph Sall,m
James Glennon,m
Jason Blumenthal,m
Paul Dutton,m
Christer Melén,m
Allison Jones,f
Albert R. Broccoli,m
Andrea Kristof,f
Dylan Tichenor,m
John Ridley,m
Peter Jackson,m
Paul Weitz,m
James Foley,m
Sarah Knowles,f
Jennifer Todd,f
Aaron Morton,m
Grant Major,m
Til Schweiger,m
Darius Khondji,m
Julio Macat,m
Jeremy Joe Kronsberg,m
Michael De Luca,m
Werner Sherer,m
Sanja Milkovic Hays,f
David Bombyk,m
"Éva Gárdos",f
Richard Schenkman,m
Jean-Luc Godard,m
John Toon,m
Lisa K. Sessions,f
Joe Hisaishi,m
Robbie Greenberg,m
Wendy Stites,f
Michael Mann,m
Roger Birnbaum,m
Earl Barret,m
James Dyer,m
Kevin Thompson,m
Jérôme Géronimi,m
Brian Eno,m
Dante Spinotti,m
Felix Fuchssteiner,m
Andreas Thiel,m
Neil Gaiman,m
Bill Pankow,m
Tim Fehlbaum,m
Simone Bär,f
Joseph Koo,m
Robert Alton,m
Richard Roberts,m
Bill Carraro,m
Rick Schwartz,m
Mona May,f
Bob Weinstein,m
Dianne Dreyer,f
Sion Sono,m
Nanni Moretti,m
Chuck Pfarrer,m
Bobby Krlic,m
Michael Winterbottom,m
Andrew Miano,m
Mark Boal,m
Andrew Stanton,m
Woody Allen,m
Burtt Harris,m
David Faigenblum,m
David Kirschner,m
Tish Monaghan,f
Charles H. Joffe,m
David A. Armstrong,m
Tonino Valerii,m
Michael Clancy,m
Jean-Paul Hurier,m
Jordan Kerner,m
Albert Jullion,m
Timothy M. Bourne,m
David Watkin,m
Peter Wenham,m
Alan J. Pakula,m
John C. Donkin,m
Joshua Astrachan,m
Perry Andelin Blake,m
Leslie Dixon,f
Richard Matheson,m
Didier Bourdon,m
Rolfe Kent,m
Leo Davis,f
Eigil Bryld,m
Kyra Friedman,f
John Logan,m
Bruce Curtis,m
Angus Strathie,m
Tommy Lee Jones,m
Alan Parker,m
Joel Hodgson,m
Jerry Juhl,m
Trevor Horn,m
Steven E. de Souza,m
Mike Cahill,m
Randi Hiller,f
Howard Klausner,m
Michael Rotenberg,m
Nora Ephron,f
Danny Elfman,m
Ashley Rowe,f
Hans Funck,m
Meg Morman,f
Mark White,m
Xavier Dolan,m
Susan Littenberg,f
John Simpson,m
Linda Burton,f
Bobby Shore,m
Bradley Thomas,m
Caroline Thompson,f
David Parfitt,m
Ana Maria Quintana,f
Steve Bencich,m
David J. Burke,m
Denise Cronenberg,f
Don MacPherson,m
Jason Hoffs,m
Lars von Trier,m
Michael Ritchie,m
Jennifer Lame,f
Jonathan Levine,m
Robert Jaffe,m
Gerard Butler,m
Stephen F. Kesten,m
Kristen Adams,f
Declan O'Brien,m
Mark Sanger,m
Greg Johnson,m
Ruben Östlund,m
Asle Vatn,m
John Gatins,m
Ve Neill,f
Terence Fisher,m
Kevin Williamson,m
Maude Spector,f
Alice Lowe,f
Stephen Goldblatt,m
Jason Bateman,m
Tom Richmond,m
Bharat Nalluri,m
Carlo Ponti,m
Jon Zack,m
Woody Allen,m
Tak Fujimoto,m
Allan Niblo,m
Burnett Guffey,m
Ben Rock,m
Carol Ramsey,f
Arnon Milchan,m
Mark Isham,m
Arthur Hiller,m
Maria Djurkovic,f
Shane Black,m
Mark Auguste,m
Denise Chamian,f
Jack Kirby,m
Jeanne McCarthy,f
Jonathan Lee,m
Mike Drake,m
Scott Steindorff,m
Anna Hamilton Phelan,f
Victor Du Bois,m
John Hart,m
Chris Gill,m
Lawrence Bender,m
David Holmes,m
Philip Harrison,m
Mathieu Chedid,m
Joseph G. Aulisi,m
Jim Thomas,m
Reginald H. Morris,m
Walter Spencer,m
John W. Wheeler,m
Cliff Robinson,m
Maggie Martin,f
Joseph LaShelle,m
Peter Guber,m
Mark Perez,m
Jim Wilson,m
Jon Amiel,m
Laura Rosenthal,f
Michael J. Duthie,m
Alexandre Desplat,m
Luc Besson,m
Michael R. Perry,m
Michael Shannon,m
Tanya Wexler,f
Mitch Engel,m
Michelle Botticelli,f
Bill Abbott,m
Michael Chapman,m
Caroline Levy,f
Mark Roybal,m
Jon Jashni,m
Marianne Maddalena,f
Frederick Elmes,m
Ros Hubbard,f
Clint Eastwood,m
Duncan Henderson,m
Adolph Deutsch,m
Mark Irwin,m
Ben Nye,m
Gary David Goldberg,m
Alisa Lepselter,f
Ron Yerxa,m
Stephen King,m
Laurie MacDonald,f
DeWitt Bodeen,m
Carlos Fernández,m
Marc Shaiman,m
Stephen Marsh,m
Clive Barker,m
Tom Lewis,m
Peter Jackson,m
Richard Sherman,m
George Lucas,m
Edward Milstein,m
Sylvester Stallone,m
Bobby Farrelly,m
Luigi Kuveiller,m
Tim Story,m
Jon Kilik,m
Jacob Craycroft,m
Richard Pagano,m
Deborah Aquila,f
Mary Jo Markey,f
Craig Wedren,m
Jason Blum,m
Christian Colson,m
David Bloch,m
Guy Di Rigo,m
Eugen Schüfftan,m
Stuart Craig,m
Joseph F. Biroc,m
Debra Zane,f
Nina Gold,f
Harry Hitner,m
Sarah Greenwood,f
Alan Myerson,m
Diana Cilliers,f
Jieho Lee,m
Gustavo Alatriste,m
Tony Cora,m
Roy Lee,m
Dave Bullock,m
Paul Webster,m
Sammy Sheldon,f
Sue Chan,f
William Stout,m
Venus Kanani,f
Rachel Portman,f
Hugh Johnson,m
Michael Ferris,m
Jerzy Kosinski,m
Wilfred Jackson,m
Frank Darabont,m
Jay Chandrasekhar,m
Clive Barker,m
Mark Gingras,m
Norman Panama,m
John Veague,m
Marie Cantin,f
Eric McLeod,m
Mary Vernieu,f
John Gilroy,m
Guillaume Gallienne,m
Lisa Ellzey,f
Dan Zimmerman,m
Jeff Roop,m
Christine Sheaks,f
Hugo Luczyc-Wyhowski,m
Jean-Pierre Jeunet,m
Conrad Helten,m
Geoff Johns,m
Marvin March,m
Susie Figgis,f
Curtis Hanson,m
Bob McCarron,m
Dean Semler,m
Peter Lord,m
Mark Livolsi,m
Vanessa Taylor,f
Robert Altman,m
Rodrigo Prieto,m
Liz Glotzer,f
Richard Vane,m
Duke Johnson,m
Bob Ringwood,m
Tony Lawson,m
Rob Bowman,m
Barbet Schroeder,m
Caroline Kaplan,f
David Holmes,m
Remi Adefarasin,m
Stuart Millar,m
Robert Simonds,m
José Salcedo,m
Kalina Ivanov,f
Sheila Burnford,f
Tina Jones,f
Tripp Vinson,m
Alisa Lepselter,f
Nathan Zellner,m
Susan Shipton,f
Martyn Burke,m
Jens Löckmann,m
John Paul Kelly,m
Larry Charles,m
Judy Becker,f
Rob Cohen,m
Holger Gross,m
Fumio Hayasaka,m
Tom Shadyac,m
Matthew Stone,m
J. Mackye Gruber,m
Mary Jane Fort,f
Melody London,f
John P. Austin,m
Barbara Fiorentino,f
Akira Kurosawa,m
Victoria Burrows,f
Ulu Grosbard,m
Michael Fitzgerald,m
Harvey Weinstein,m
Basil Poledouris,m
Luis Buñuel,m
Georgina Yarhi,f
Ron Howard,m
Jane Goldenring,f
Phil Tippett,m
Atom Egoyan,m
Roger Deakins,m
Peter Benchley,m
Jonathan Shestack,m
Wolfgang Reitherman,m
Julien Temple,m
Christopher Tellefsen,m
Louis C.K.,m
Eve Stewart,f
Roger Bondelli,m
Luc Besson,m
Eric Fraser,m
Monty Norman,m
Barry Levinson,m
April Webster,f
Josh A. Cagan,m
Howard Feuer,m
Edward Bernds,m
Christopher Franke,m
Peter Macgregor-Scott,m
Wendy Finerman,f
Mónika Esztán,f
Lisa Lambert,f
Kerry Conran,m
Ken Hughes,m
John Guleserian,m
Don Murphy,m
Kerry Barden,m
Adam Mazer,m
Justin Zackham,m
Robert Gould,m
Lee Percy,m
Bill Carraro,m
Robert Chartoff,m
Christopher Yost,m
Darryl F. Zanuck,m
Wojciech Kilar,m
Letty Aronson,f
Carmine Coppola,m
Kate Ogborn,f
Matthew Libatique,m
Roger Donaldson,m
Pawel Edelman,m
Kerry Barden,m
Mona May,f
Jack Green,m
Scott Rudin,m
Joanna Johnston,f
Rupert Wainwright,m
Guy Riedel,m
Michael Winner,m
Stanley Kubrick,m
Bruce Alan Miller,m
Baik,m
Michael Uslan,m
Jessica Bendinger,f
Tooru Hara,m
Lisa Ellzey,f
Bonnie Timmermann,f
Leo Cattozzo,m
Sam Raimi,m
Roger Spottiswoode,m
K.C. Fox,f
Steve Mason,m
George Nolfi,m
Pembroke J. Herring,m
Alexander Payne,m
Venus Kanani,f
Peter Chan,m
Andrea Occhipinti,m
Carlo Bernard,m
Ira Levin,m
Jeff Danna,m
Arthur Hailey,m
Cathy Konrad,f
Bryan Burk,m
Stephen Sondheim,m
Terence Young,m
Dante Ferretti,m
Olivier Bugge Coutté,m
Denise Cronenberg,f
Brian Berdan,m
John Michael Hayes,m
Anthony Berkeley,m
Jeffrey Silver,m
Ian Bailie,m
Susie Figgis,f
Gérard Oury,m
Glen Scantlebury,m
Rolfe Kent,m
Thomas Fenton,m
John Barry,m
John Hughes,m
David Moritz,m
Melissa M. Levander,f
Michael Uslan,m
Barbara A. Hall,f
Kenny Myers,m
Patrick Markey,m
Heidi Lüdi,f
Patricia Mock,f
John Cameron,m
Steven Soderbergh,m
Makoto Shinkai,m
Paul A. Edwards,m
Zach Staenberg,m
Andrew Marcus,m
Anna Pinnock,f
Shreya Ghoshal,f
Ernest Laszlo,m
Dana Goldberg,f
Ernest R. Dickerson,m
Geraldine Peroni,f
Patrick J. Clifton,m
Robert Greenhut,m
Dean Semler,m
Stuart A. Reiss,m
Richard Brener,m
Eric L. Beason,m
Thomas E. Sanders,m
Laurent Cantet,m
Marc Behm,m
Amy Holden Jones,f
Sacha Gervasi,m
Charles Brackett,m
Paul Mazursky,m
Sherry Linder-Gygli,f
Piero Umiliani,m
Victor Hugo,m
Mindy Marin,f
Ehren Kruger,m
Ruth Myers,f
Jennifer Kernke,f
Joseph Kahn,m
Mel Gibson,m
Cindy Carr,f
Nick Moore,m
Mindy Marin,f
Fiona Weir,f
Michael Tolkin,m
Boris Blank,m
Danilo Donati,m
Elizabeth Avellan,f
Jeanne McCarthy,f
Amina Dasmal,f
Darren Gilford,m
Josann McGibbon,f
Kevin McClory,m
Pen Densham,m
Julia Pistor,f
Mark Rosenberg,m
Michael Parks,m
Mark Knopfler,m
Anja Fromm,f
Toby Emmerich,m
Priscilla Elliott,f
Michelle Williams,f
Ronna Kress,f
Tullio Pinelli,m
James Mangold,m
Hervé de Luze,m
Kathy Lucas,f
Billy Hopkins,m
Tommy Lee Wallace,m
Michael Winterbottom,m
Robert Rodriguez,m
Joseph Drake,m
Michael A. Pierce,m
Rudy Wurlitzer,m
Sean Daniel,m
Evan Goldberg,m
Adam Brooks,m
Eric Lalicata,m
Marc Sternberg,m
Ethan Coen,m
Debra Hill,f
William J. Cassidy,m
Richard Matheson,m
Richard Roberts,m
"Álvaro Augustín",m
Chuck Michael,m
John McNaughton,m
Ellen Mirojnick,f
Hervé de Luze,m
John Warnke,m
Daryn Okada,m
Arturo Pérez-Reverte,m
Andrew Max Cahn,m
Alfonso Cuarón,m
Joseph Chou,m
Fabrizio Lucci,m
Patrick Doyle,m
Marc D. Evans,m
Pauline Bowkett,f
Gary Lucchesi,m
Marc Vives,m
Jerry Goldsmith,m
William S. Burroughs,m
John Hubbard,m
Elia Cmiral,m
Robert R. Benton,m
John P. Austin,m
Jack Maxsted,m
Eric Red,m
Ralph Eggleston,m
Susan Ekins,f
Fern Champion,f
Jason Blum,m
Ralph Kamp,m
Patrick McMahon,m
John Davis,m
Brit Marling,f
Peter Barsocchini,m
Edward R. Pressman,m
James Cameron,m
Hans Dreier,m
Allison Jones,f
Robert Gordon,m
Ralph Fiennes,m
Jennifer Killoran,f
Scott Stuber,m
Grant Major,m
Anne McCarthy,f
Dean Devlin,m
Aggie Guerard Rodgers,f
Emma Thomas,f
Mary Claire Hannan,f
Joel Cox,m
Sue Chan,f
Colleen Halsey,f
Mindy Marin,f
Peter C. Frank,m
Ryan Coogler,m
Mike Fenton,m
Michael Steinberg,m
Mark Goldblatt,m
Lewis Colick,m
Darren Stein,m
Gary Winick,m
Jonathan Brown,m
Mary Hidalgo,f
John Jay Moore,m
Theresa Rebeck,f
Karen Penhale,f
Walter M. Scott,m
Walter F. Parkes,m
Claire Breaux,f
Timothy Alverson,m
Robert L. Simpson,m
William Ladd Skinner,m
Jane Scott,f
Ralph Rosenblum,m
Chad Hayes,m
Neal H. Moritz,m
Iain Smith,m
Brian De Palma,m
Herbert Coleman,m
Douglas Aibel,m
Scott Kroopf,m
Sebastian T. Krawinkel,m
Ron Kalish,m
Toyomichi Kurita,m
Debbie McWilliams,f
Marti Noxon,f
Ralf D. Bode,m
Basil Iwanyk,m
Bill Lishman,m
Andrew Scheinman,m
Clark Mathis,m
Peter Barsocchini,m
Steven Brill,m
Michael Corenblith,m
Kelly Wagner,f
Peter Safran,m
Mindy Marin,f
Jean Negulesco,m
Julie Anne Robinson,f
Anita Zuckerman,f
Ellen Parks,f
Jenny Beavan,f
Stan Lee,m
Todd C. Ramsay,m
Gladys Hill,f
Tricia Wood,f
Gary J. Tunnicliffe,m
Paul Attanasio,m
Carl Laemmle Jr.,m
Hans Funck,m
Benicio del Toro,m
Tony Bill,m
Tim Bevan,m
Hans Zimmer,m
Stuart Baird,m
Bill Corso,m
Alan Silvestri,m
Glenn Berger,m
Cinco Paul,m
Eigil Bryld,m
Alex Kendrick,m
Chris L. Spellman,m
Mike Nichols,m
Frank J. Urioste,m
Scott Moore,m
Carlos Saldanha,m
Amelia Rasche McCarthy,f
Antxón Gómez,m
Barnaby Thompson,m
"Étienne Charry",f
John Warnke,m
John Hamburg,m
Marc Bienstock,m
Mike Hill,m
Jon Harris,m
Reese Witherspoon,f
Ted Field,m
Kenny Ortega,m
Deborah Aquila,f
Marc Hyman,m
David Hamburger,m
Mike Hill,m
Chris Colfer,m
Michael Gornick,m
Michael Butler,m
David Brown,m
Glen Scantlebury,m
Douglas Cook,m
Boris Leven,m
Bonnie Timmermann,f
Eric Fellner,m
James Liston,m
Isao Takahata,m
Barry Levinson,m
Naomi Despres,f
Kimmo Rajala,m
Anthony Havelock-Allan,m
Robert L. Levy,m
Megan Ellison,f
"Éva Vass",f
Nino Rota,m
Ian Baker,m
Craig Binkley,m
Ethan Coen,m
Sarah Shaw,f
Jacqueline Durran,f
Marilyn Vance,f
Tom Foden,m
Janet Hirshenson,f
Robin D. Cook,f
Debbie McWilliams,f
McG,m
David Kitay,m
Sandy King,f
Daniel J. Lester,m
Cindy Tolan,f
Robert Daley,m
Michael Radford,m
Matt Jackson,m
Andrew Menzies,m
Mary Cybulski,f
Marc Lawrence,m
Cedric Gibbons,m
Stephen Sommers,m
Mary Colquhoun,f
Danny Lerner,m
Franz Bachelin,m
David Crockett,m
Tom Codrick,m
Gudrun Giddings,f
Jean-Pierre Dardenne,m
Steven A. Jones,m
Barbara De Fina,f
Rich Moore,m
Mario Kassar,m
Masaru Ooshiro,m
Craig Alpert,m
Tobey Maguire,m
Jay Chandrasekhar,m
Rita Ryack,f
Peter Grant,m
Tucker Tooley,m
Benoît Jacquot,m
Robert Elswit,m
Gabe Hilfer,m
Don Zimmerman,m
Gregory Apps,m
Vince Gilligan,m
Michel Ocelot,m
Guymon Casady,m
Jonathan Lemkin,m
Jina Jay,f
Ram Bergman,m
Alejandro Amenábar,m
Marc Forster,m
Paul Prokop,m
Helen Rose,f
Arthur Freed,m
Hal Pereira,m
George MacDonald Fraser,m
Eric Fellner,m
Bruce Beresford,m
Jeff Beal,m
W. Wallace Kelley,m
Eric A. Sears,m
Paul Harris Boardman,m
Daniel joseph,m
Gordon McDonell,m
Mary Vernieu,f
Chazz Palminteri,m
Joseph Drake,m
Eric Jenkins,m
Ken Metcalfe,m
Scott Niemeyer,m
Joe Lynch,m
Pierre Rouve,m
Milo Anderson,m
Risa Bramon Garcia,f
John Powell,m
Brandon Cox,m
Peter Jackson,m
Christian Colson,m
William Shakespeare,m
Tracey Wadmore-Smith,m
Manon Rasmussen,f
Alexander Payne,m
Phil Beauman,m
Carlos Fernández,m
Andrea Calderwood,f
John Farris,m
Paul Hellerman,m
Sara Andrews,f
David Gilbert,m
Pembroke J. Herring,m
Ernest Haller,m
Scott Kevan,m
Debra Neil-Fisher,f
John Wingrove,m
Clyde Geronimi,m
Cheng Ah,m
Mike Elliott,m
Les Charles,m
Michelle Wade Byrd,f
David Crockett,m
Eric Clapton,m
Simon Wells,m
Jim Seibel,m
Ferdinando Scarfiotti,m
Rosemary Brandenburg,f
Caty Maxey,f
Julie Goldstein,f
Olivia Wilde,f
Anne Kuljian,f
David Rimawi,m
George Stevens,m
Stephen Daldry,m
Thierry Arbogast,m
George Lucas,m
Walter F. Parkes,m
Michael N. Knue,m
Tom McNulty,m
Jane Feinberg,f
Craig Zadan,m
Judith Holstra,f
Perry Andelin Blake,m
Jean-Jacques Annaud,m
John Hough,m
Michael Swan,m
Ray Liotta,m
David Schlesinger,m
Deborah Aquila,f
Karey Kirkpatrick,m
Robert Salerno,m
Jacqueline Durran,f
Leigh Whannell,m
Suso Cecchi d'Amico,f
David Rubin,m
Michael Nozik,m
Josh Radnor,m
Avy Kaufman,f
Yorick Le Saux,m
John Stockwell,m
Jeffrey Townsend,m
David Julyan,m
Tony Lawson,m
Dennis E. Jones,m
Kazuya Tsurumaki,m
Peter Jackson,m
David Seidler,m
Timothy Dowling,m
George Clooney,m
Eugenie Bafaloukos,f
Andrew Niccol,m
Walter Coblenz,m
Tony Gaudio,m
Howard Shore,m
John Gilroy,m
Jonathan Sanger,m
Dan Lebental,m
Liz Watts,f
Philipp F. Kölmel,m
Lawrence Bender,m
Kenneth Branagh,m
Edith Head,f
Mark Isham,m
Glen Charles,m
Julius J. Epstein,m
George A. Romero,m
Sarah Katzman,f
Scott Frank,m
Dennis Muren,m
Terence Michael,m
Alfred Uhry,m
Steven Kemper,m
Stan Lee,m
Jonathan Brown,m
Michael Giacchino,m
Laura Rosenthal,f
Deborah Gregory,f
Christopher Hampton,m
Ira Shuman,m
Henry Braham,m
Checco Zalone,m
Patrizia von Brandenstein,f
Dominique Othenin-Girard,m
Mel Brooks,m
Jerry Fielding,m
Ravi Shankar,m
Stefan Simchowitz,m
Vilmos Zsigmond,m
Julian Slater,m
Jeffrey Price,m
Nicholas Sparks,m
Albert Hughes,m
Jennifer L. Smith,f
Michael Herbig,m
Howard Cummings,m
David Mandel,m
Howard Shore,m
Antony Gibbs,m
Brent Maddock,m
Ronit Ravich-Boss,f
Paul Weitz,m
Michael Shamberg,m
Lukas Moodysson,m
Michael Mann,m
Nigel Phelps,m
Len Blum,m
John Frankenheimer,m
Ronna Kress,f
Wendy Finerman,f
L. Frank Baum,m
Mark Russell,m
Robert Greenhut,m
Richard Hewitt,m
Debbie McWilliams,f
Lisa Beach,f
Andy Thomson,m
David Loughery,m
Dean Semler,m
John Whitesell,m
Lynzee Klingman,f
Jak Osmond,m
Glenn Williamson,m
John Powell,m
Carlo Degli Esposti,m
Charles Bennett,m
Howard Shore,m
Avy Kaufman,f
Patrick Doyle,m
Yoram Globus,m
Xavier Dolan,m
James Huth,m
Benjamin Melniker,m
Jackie Chan,m
Peter Hyams,m
James Bredin,m
Jennie Lew Tugend,f
David Gordon Green,m
Penny Perry,f
Kim Davis-Wagner,f
